,Air Conditioning,Alarm,Balcony,Bike Paths,Bike room,Bus,Cable,Carpeted Floors,Central Vac,City views,Common Terrace,Concierge,Concrete Building,Corner Unit,Courtyard,Covered,Dishwasher,Disposal,Double garage,Electricity,Elevator,Extra-Wide Doorways,Fenced Backyard,Fire-Pit,Fireplace,Fitness Area,Fridge,Golf Course,Guest Parking,Guest Suite,Hardwood Floors,Heat,Hot-Tub,In-suite Storage,Internet,Internet Access,Jetted Tub/Jacuzzi,Lake,Laminate Floors,Laundry - Coin/Card,Laundry - In Suite,Laundry - Shared,Laundry Hookups,Linoleum Flooring,Luxury Vinyl Plank Flooring,Microwave,Mountain views,On-Site Management,Outdoor,Outdoor Pool,Oven/Stove,Party/Games Room,Patio/Deck,Penthouse Unit,Playground/Park,Pool,Private Entry,Public Library,Rent-to-Own,River,River Views,Sauna,Secure Entry,Shopping Center,Single garage,Skylight,Sports Complex,Steam Room,Storage Lockers,Street,Swimming Pool,Tennis Courts,Theatre,Tile Flooring,Train Access,Underground,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Walk-Out Basement,Walk-Up,Water,Wheelchair Access,Window Coverings,Zero-Step Entrance,acadia_clinic_DRIVING,availability_date,baths,beds,cole_home_TRANSIT,cole_home_WALKING,deposit,description,furnishing,lat,lease_term,listing_url,lon,name,price,sq_feet,sublisting,tiff_home_DRIVING,timestamp,type,unit_name,unit_notes,wildlife_DRIVING
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,Immediate,1.5 ba,2 bd,,,$2500,"Legal Carriage House suite over garage. Perfect for a large/multi generational family, or if your looking for an income generating property! Close proximity to Sait, U of C, and Downtown. This home is exquisitely finished throughout. Air Condition , Open concept main floor boasts, 9ft ceilings, 8ft doors, oversized windows and a grand staircase that wow you as you enter the home. A den/bedroom on the main floor along with a full bathroom, 2 bedrooms upstairs, and a beautiful master suite ensure there is room for everyone.  


email us to book a viewing





Credit check request 





Utility included",Unfurnished,51.0712436,Long Term,https://www.rentfaster.ca/406980,-114.0933188,Suite 0,$2500.00,,0,,2020-04-09 11:15:54.803300,House,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,"May 01, 2020",2 ba,2 bd + den,,,$1000,"Single family home for rent in West Hillhurst available May 1, 2020. Monthly rent of $1,900 with damage deposit of $1,000. The home is fully developed with 2 large bedrooms and one full bathroom on the main floor along with the kitchen, dining area and family room. The basement features another large rec room / den, a second 3 piece bathroom, a separate storage room and mechanical room which comes with a new washer & dryer. The home has been updated to include new flooring throughout along with an updated kitchen including gas range and updated landscaping. The property also includes a single detached garage fronting on the paved laneway behind the home that is available for the tenant to use for parking or storage. This home would be great for a working couple, family or students as it is close to downtown, Crowchild Trail, Memorial Drive, the Foot Hills hospital, SAIT & U of C. The home comes unfurnished and pets are negotiable depending on tenant and lease terms. If interested please contact for more information and for a viewing. Note: Currently scheduling viewings for April 19 2020 with possession available April 25/26 2020 for a lease start of May 1 2020.",Unfurnished,51.0556,Negotiable,https://www.rentfaster.ca/374068,-114.11449109999998,Suite 0,$1900.00,1400,0,,2020-04-09 11:16:55.356862,House,,,
,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$1795,"*THE GUARDIAN* 2 BED / 2 BATH

CONCIERGE
SECURE BUILDING ENTRY AND FLOORS
STAINLESS STEEL APPLIANCES
GRANITE COUNTERTOPS 
SPACIOUS BALCONY
HARDWOOD FLOORS
FITNESS ROOM & COMMON AREAS 
CLOSE TO DOWNTOWN AND SHOPPING CENTRES
UNDERGROUND, HEATED, SECURE PARKING
DOWNTOWN LIVING AT ITS FINEST


BOOK A SHOWING NOW

BOUTIQUE PROPERTIES  
WWW.BOUTIQUEPROPERTIES.BIZ",Unfurnished,51.0418015,Long Term,https://www.rentfaster.ca/335582,-114.0555209,Suite 0,$1795.00,,0,,2020-04-09 11:17:55.865628,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1800,"Two bed, two bath condo at INK by Battistella in East Village. This home features industrial design elements including polished concrete floors and ceilings, exposed ductwork and piping with floor to ceiling windows. 9.5-foot ceilings, an open concept living area and wall to ceiling windows make the condo spacious and airy. All-new full-sized appliances and in-suite laundry are included. 
As a member of the INK community, you’ll have access to all the building’s amenities, including a penthouse rooftop garden with a gas fireplace and spectacular views, bike storage, and dog wash station. Pets are negotiable with a monthly non-refundable pet fee and upon approval of the condo board.
INK in East Village is a short walk to all the downtown amenities with more coming soon, including a Loblaw City Market, and Shoppers Drug Mart.
Heat, air conditioning and water are included. Ask us about parking and storage availability at an extra monthly charge. Pets are negotiable with a non-refundable monthly pet fee and upon approval of the condo board.
Want the same unit on a higher floor? Talk to us about our availability!
Get in touch to book a digital viewing; all viewings are by appointment only during regular business hours. A minimum of 24 hours notice is required for all showings.
Please check your junk mail folder for replies as sometimes our email is marked as spam.
***Credit Checks Will Be Run on All Applicants***
To check your credit visit www.consumer.equifax.ca
Email info@battistella.ca for all inquiries
**Photos are of a similar unit**",Unfurnished,51.045403,Long Term,https://www.rentfaster.ca/407003,-114.049396,Suite 0,$1800.00,689,0,,2020-04-09 11:18:56.359252,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1550,"View the 3D tour-> https://my.matterport.com/show/?m=qNmb5oQmir7
#202 405 32nd Ave NW is a spacious townhouse in the established and convenient community of Mount Pleasant. Ideally located between Center Street and 4th Street this townhouse is minutes to Safeway on Center Street, 16th Avenue provides easy access to the mountains, and there are several transit routes within two blocks. Inside you will be wowed by the vaulted ceilings and open floor plan. The large living room features a gas fireplace making it the perfect place to enjoy a favorite movie or treasured book, while the kitchen features ample counter and cabinet space. There are French doors to the large private west facing deck, so you can enjoy full afternoon and evening sun. The master bedroom includes a walk-in closet and a full 4-piece ensuite. There is a second bedroom or den which also features vaulted ceiling, and a built-in desk and shelves making it ideal as a home office. The entire unit has in-floor heat to ensure it is comfortable even on the coldest of days. The attached single garage also has heated floors, so your vehicle will stay warm and dry year-round. The fantastic townhouse won’t last long so call today for your private viewing. Includes heat and water!",Unfurnished,51.0815091,Long Term,https://www.rentfaster.ca/328013,-114.06807279999998,Suite 0,$1550.00,,0,,2020-04-09 11:19:57.271581,Townhouse,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,Immediate,2 ba,3 bd,,,$2149,"Welcome to this beautiful character home located in Rosedale with all amenities, walking distance to downtown and Eau Claire, Sunnyside/Kensington, and steps away from the gorgeous views of the Bow River Valley and downtown skyline along Crescent Road. This home offers total of 3 bedrooms and a den on the main floor plus double car garage. The basement is fully finished  with a bedroom and bathroom and a huge recreation room and plenty of storage. Hardwood floor thru the main, beautiful kitchen with granite counter top, maple cabinet and walk in pantry. AVAILABLE MAY 1 $2149/MO PLUS UTILITIES. Call for your viewing at 403-860-8029.",Unfurnished,51.066102,Long Term,https://www.rentfaster.ca/292549,-114.082323,Suite 0,$2149.00,1350,0,,2020-04-09 11:20:58.491022,House,,,
,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,Immediate,2 ba,2 bd,,,$1595,"Welcome to RADIUS the latest premiere condo development located in Bridgeland, Calgary - minutes to downtown, c-train and amenities.
If this ad is still up, then the unit is still available.  Call (403)630-7294 to view!

Quick Features:
2 Bedroom
2 Bathroom
Wood flooring
In-suite Laundry
Corner unit with 700+ Sqft
Underground Heated Parking
Gym Facility
Patio with Gas hookup
Heat, Water & AC included
FREE TELUS CABLE FOR 1 YEAR
Bike Storage
SPUD Room
Yoga Room
Spin Room
Car wash


Please call (403)630-7294 to view.  Tenant required to obtain tenant insurance.",Unfurnished,51.0505805,Negotiable,https://www.rentfaster.ca/363137,-114.0403062,Suite 0,$1595.00,,0,,2020-04-09 11:21:59.581766,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd + den,,,$2300,"Luxury condo in the new Park Point building located beside the historic Central Memorial Park.  Walk to work.  Close to amazing restaurants, shops, pubs and so much more.
Gorgeous views visible from wall to ceiling windows patio.  

Features 9 ft ceilings, over-height entry and interior doors.  Roller blinds throughout / Black out blinds in bedrooms.  Beautiful interior. 
 
AMAZING AMENITIES:

Fully equipped fitness facility with state-of-the-art equipment
Yoga/Pilates Studio
Steam room, sauna and his/hers change rooms with showers
Social lounge club with kitchen and fireplace
24-hour concierge service
Elegant double-height lobby and seating
WiFi in amenity areas and lobby
A fully furnished guest suite for out-of-town guests
Zen Terrace with seating and water feature
Social lounge seating with fire pit
BBQ area with large harvest table
Yoga / Pilates deck overlooking Central Memorial Park

 
View building and surrounding area at:  https://parkpoint.qualex.ca/",Unfurnished,51.0416453,Long Term,https://www.rentfaster.ca/355247,-114.0690963,Suite 0,$2300.00,1156,0,,2020-04-09 11:23:00.096751,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,1.0,,,1.0,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1900,"2 bedroom 2 bath condo for rent in Currie Barracks. Great inner city location, just steps from MRU and minutes from Downtown, Marda Loop, and Westhills. Ground floor, corner unit with direct private access. Former show unit. 
Brick and stucco exteriors provide wonderful architectural curb appeal with a private patio and a spectacularly landscaped courtyard. Designed to maximize the living space, 9' ceilings, large master bedroom with walk-in closet, spa-inspired bathrooms, en-suite with double sink, porcelain tile, ceramic wall tile on tub, top-rated soundproofing wood plank flooring in the entertainment spaces, a European-inspired kitchen, professional stainless steel appliance package with gas stove, marble kitchen back-splash, Quartz counter-top, full size double bowl modern square stainless sinks, LED under counter lighting are the incredible features. In-suite laundry and natural gas hookup for BBQ on patio. 
The building has a communal courtyard with benches and green space. Heated underground parking with assigned stalls and lots of visitor parking. Other amenities include a car wash bay, bike storage room, and storage cages at the front of the parking stall (about 3' deep x width of stall).
Rent includes all utilities and parking. Available furnished ($2,200) or unfurnished ($1,900).  Please contact for more information.",Negotiable,51.016221548548,Negotiable,https://www.rentfaster.ca/384124,-114.129633788083,Suite 0,$1900.00,957,0,,2020-04-09 11:24:00.720365,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,"Jul 01, 2020",2 ba,2 bd,,,$1800,"Executive 845 sq feet 2 bedroom condo in newly built Vogue Tower by LaCaille. Quartz kitchen and bathroom counter tops, in-suite washer and dryer, air-conditioned, floor to ceiling windows, hard-wood floors throughout, and stainless steel appliances. There is a main floor concierge, a fitness facility on the 36th floor, yoga studio, and owners lounge. Great access to bike paths and the Bow River. Only 1 block from the C-Train and 2 blocks from the +15 skyway network. Includes 1 heated underground parking stall. This unit is unfurnished.No minors. NO PETS AND NO SMOKING PLEASE
2nd parking stall available for $300/month.",Unfurnished,51.04825560000001,Negotiable,https://www.rentfaster.ca/323442,-114.0824597,Suite 0,$1800.00,845,0,,2020-04-09 11:25:01.169588,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,"Jul 01, 2020",2.5 ba,2 bd,,,$2100,"TThis 2018 2 storey unit is situated in the vibrant community of Winston Heights/ Mountview. Close to transit, a 9 minute drive to the Calgary tower and walking distance to many amenities such as Safeway, co-op, Lina’s Italian Market, Renfrew Pool and Fitness Centre and many cafe’s and restaurants such as Scopa and Diner Delux. This rustic home has been planned with thought given to the way you will want to live in this space. The main floor features 9 foot ceilings and hand scraped light hickory floor. The Kitchen has an urban farm feel. Barn board on the eating bar lovingly collected from barns in southern Alberta,concrete grey quartz countertops with the latest appliances in a black stainless finish, a large pantry to store all your kitchen supplies and keep a clutter free space. There is a cozy dining space with French style doors leading out to a patio which has a small garden space and your single garage. There is a beautiful gas fireplace with red brick surround. A reclaimed wood mantle from a lumber mill that was dismantled in Washington with built in shelves flanking the side of the fireplace with lovely South light. 
You will find a skylight in the hallway leading upstairs. Full laundry room with high efficiency washer and dryer counter tops and cupboard storage.
The two spacious bedrooms feature cozy carpet, walk in closets and both have their own en suite bathrooms and spacious walk in closets
You will find on your way downstairs a lovely powder room with dark blue walls and white wainscotting. This unit features a full unfinished basement for great storage, a treadmill or just extra space for whatever you may need it for.
There is a one car garage that comes with this unit. 
Small dog negotiable. There is no enclosed yard but a mulched space along the side of the house that can be used as a dog run of sorts.",Unfurnished,51.0722955,Long Term,https://www.rentfaster.ca/376007,-114.055693,Suite 0,$2100.00,1306,0,,2020-04-09 11:26:01.767134,Duplex,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,Immediate,2 ba,2 bd,,,$1995,"*WATERFRONT- OUTLOOK* 2 BED / 2 BATH 


STUNNING VIEWS
SECURE BUILDING W/ CONCIERGE 
HIGH END FINISHINGS
GAS STOVE
LARGE WINDOWS THROUGHOUT
OPEN CONCEPT LIVING AREA
HARDWOOD THROUGHOUT
IN SUITE WASHER AND DRYER
LARGE PATIO 
ONE UNDERGROUND SECURE PARKING STALL INCLUDED 
ONE SECURE STORAGE LOCKER INCLUDED
FITNESS CENTRE, STEAM ROOM, & HOT TUB
COMMON AREAS INCLUDING GUEST SUITES 
WALKING DISTANCE TO RIVER PATHS AND EAU CLAIRE MARKET! 


BOOK A SHOWING NOW


BOUTIQUE PROPERTIES 
WWW.BOUTIQUEPROPERTIES.BIZ",Unfurnished,51.053149,Long Term,https://www.rentfaster.ca/406881,-114.0671572,Suite 0,$1995.00,,0,,2020-04-09 11:27:02.392273,Condo,,,
,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,"May 01, 2020",2.5 ba,2 bd + den,,,$1400,"Townhouse end unit, 1324 sq ft.  Two bedrooms plus loft.  Large bright kitchen.  Two full bathrooms plus 1/2 bath on main floor.  Fireplace.  Developed basement with laundry and workshop/storage room.  Large south deck facing green space.  Comes with single outdoor parking spot",Unfurnished,51.056419,Negotiable,https://www.rentfaster.ca/407010,-114.17091200000002,Suite 0,$1400.00,1324,0,,2020-04-09 11:28:02.894494,Townhouse,,,
,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2475,"Gorgeous 7th floor apartment with downtown views right in the heart of Kensington walking distance to variety of shops, restaurants and walking paths along Bow river. Newer building with huge rooftop patio. This unit features higher end finishings with granite countertops, stainless steel appliances and hard wood. Extra custom cabinets and storage built throughout including bar with wine fridge. Spacious parking stall with option to rent second stall also includes storage locker. 
Utilities are included (water and heat). Electricity, cable not included in the price.",Unfurnished,51.0536504,Long Term,https://www.rentfaster.ca/297534,-114.08471570000002,Suite 0,$2475.00,1205,0,,2020-04-09 11:29:03.507185,Condo,,,
,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,Immediate,2 ba,3 bd,,,$1550,"All utilities can be included of your choice.
Fully renovated from top to bottom. No need to look anymore. You'll be impress once you see it in person. Call today!
*** Shared Laundry***
Different rental options that match your expense:
2 Bedroom Main Level Suite $1800 All Utilities included or $1300 you pay for 70% utilities
1 Bedroom Basement Suite for $1100 Utilities included or $700 you pay 30% utilities.
Whole House with 2 kitchen Available for $1550 Utilities on Top you pay  
No pets allowed. No smoking.
Available: April 7, 2020 upon application check. Term: 1 year/Neg
Please call/Text Stephanie today @ 403-667-7006 for your own private viewing today! .",Unfurnished,51.056299,Negotiable,https://www.rentfaster.ca/290779,-114.051318,Suite 0,$1550.00,1000,0,,2020-04-09 11:30:04.006979,House,,,
,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,"May 01, 2020",2.5 ba,3 bd,,,$1895,"This is a 3 bedroom, 2.5 bath house with double attached garage located in Strathcona Park. Upgrades include central vac, hardwood and carpet floors throughout, skylight, and more. Backyard is fully fenced and huge rear deck for entertaining or relaxing. Minutes to downtown, close to West LRT, shopping, Westside rec center, steps from transit and near Catholic elementary and high schools.



To Book a Showing, Visit: https://hopestreet.ca/rental/3-bedroom-house-for-r...",Unfurnished,51.0510394,12 months,https://www.rentfaster.ca/323753,-114.1682652,Suite 0,$1895.00,1900,0,,2020-04-09 11:31:04.544687,House,,,
,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,Immediate,2.5 ba,2 bd + den,,,$2575,"Jayman Built Luxury Living!  2 bed, 2.5, boasting quality and 10 ft ceilings. Open concept feat. gourmet kitchen with Stainless steel appliances, 5 burner gas cooktop, BI convec. oven, quartz counters, Grohe faucets, Blanco sink, stunning full ht. backsplash, bkfst bar along w/ a spacious dining area flowing into the chic living rm. w/ gas fireplace. Rich hdwd flooring throughout, luxurious porcelain tile in the bathrooms w/ upgraded Moen & Kohler faucets. The master retreat has a spacious walk-in closet, 5 pc spa-like ensuite w/ floor to ceiling tile, freestanding soaker tub, dual sinks w/ glass shower. The 2nd bdrm. comes w/ its own 3 pc ensuite. An additional 2 pc. bath, laundry rm. and den! Completing this beautiful suite is a large corner private balcony w/ gas line. 2 titled underground parking stalls, titled storage unit w/ ample visitor parking. Located in the highly desired Currie Barracks. Minutes to downtown with easy access to Crowchild and Glenmore.
 the bedrooms are furnished",Negotiable,51.0166801,Long Term,https://www.rentfaster.ca/360888,-114.1329454,Suite 0,$2575.00,1530+,0,,2020-04-09 11:32:05.122098,Condo,,,
,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,Immediate,2 ba,2 bd,,,$1800,"Welcome to The Niche.
Here is 2 bedrooms and 2 baths in this new 2017 built and modern GREEN apartment building with awesome features such as geothermal heating and cooling, huge 240 sf balconies, spray foam insulated walls, wide laminate flooring, soft close cabinets, quartz counters, stainless appliances, and Grohe fixtures. 
This unit is on the top floor with views facing west. Next to nothing sound transfer in this concrete and steel building. Secured underground parking and insuite laundry is included. 
Walk to Walmart and Westbrook mall in 5 minutes and Westbrook C-Train in 7minutes. 
Text 403.830.0838 for showing requests! Thank you for your consideration!
Rent to own option available. Option as partially or fully furnished rental. Brand new furniture!
$1800 for partially furnished. (2 new queen beds, dining table and chairs, sofa, coffee table, tv stand)$1900 for fully furnished. (Move in ready)",Negotiable,51.038518,Negotiable,https://www.rentfaster.ca/393206,-114.142962,Suite 0,$1800.00,900,0,,2020-04-09 11:33:05.640506,Condo,,,
,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,Immediate,2 ba,2 bd,,,$1400,"The floor plan is one of the very best in the complex and unique to just a handful of condos.
 2 large bedrooms, 2 full bathrooms, open concept kitchen, dining room, and living room.  
Off the living room is your own private deck that captures the incredible city views.
At the back of the unit, there is another patio that looks out onto a green space. 
The complex has extensive amenities including a full fitness center, indoor pool, hot tub, racket courts, and an owner's clubhouse.  
This top floor unit comes with an indoor parking stall - Additional parking available for $25/month. 
You will have no shortage of storage space with tons of in unit storage and a separate storage locker, the condo is over 1000 square feet.
Located in the prestigious community of Patterson Heights you're a quick drive into downtown Calgary or west to the mountains. Condo living at it's finest. 
<p>Asset West Property Management LTD.</p>
<p>Calgary Office:<strong>&nbsp;&nbsp; </strong>1138 Kensington Rd NW, T2N 3P3 <strong>&nbsp; </strong><strong>P: </strong>403.290.1912 ext. 203<strong>&nbsp;</strong> <strong>&nbsp;F: </strong>403.246.7998</p>
<p>Canmore Office:&nbsp;Suite 300, 729 - 10th St, T1W 2A3&nbsp; <strong>P:</strong> 403.678.3000<strong>&nbsp;&nbsp; </strong><strong>F:</strong> 403.678.0039</p>
Asset West Property Management LTD.
Calgary Office: 1138 Kensington Rd NW, T2N 3P3  P: 403.290.1912 ext. 203   F: 403.246.7998
Canmore Office: Suite 300, 729 - 10th St, T1W 2A3  P: 403.678.3000 F: 403.678.0039",Unfurnished,51.057765,Negotiable,https://www.rentfaster.ca/360411,-114.168611,Suite 0,$1400.00,,0,,2020-04-09 11:34:06.167055,Condo,,,
,1.0,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,,"May 01, 2020",2 ba,2 bd,,,$2050,"Upscale unit in the Evolution Pulse by Embassy Bosa! The architects used sleek and contemporary finishing’s throughout the open concept condo with river view. Expansive balcony, large kitchen island, ample storage, stainless appliances, 5 burner gas stove, and granite counters accented by cabinet lighting, granite back splash. Master bedroom has a walk through closet and 5 piece en-suite. Bathrooms have floating vanities, stone tops, custom glass partitions, and heated floors. Other conveniences include an in-suite washer/dryer, natural gas BBQ port. Building amenities include 2 fitness rooms, steam/sauna rooms, roof top courtyard with BBQ stations and fire pit, an owners social lounge with billiards and a full kitchen, and bicycle storage rooms. 24 hours concierge/security service. A few steps to Bow River pathways, C-train, Steven's Ave, and so much more.

To Book a Showing, Visit: https://hopestreet.ca/rental/2-bedroom-condo-for-r...",Unfurnished,51.04727379999999,12 months,https://www.rentfaster.ca/349535,-114.0522235,Suite 0,$2050.00,900,0,,2020-04-09 11:35:06.665210,Condo,,,
